id,country,eu_region,age_group,age_group_sort,year,gpg_pct,flag_code,flag_note
1333,Lithuania,Northern,45-54,4_45-54,2011,10.2,,
1334,Lithuania,Northern,45-54,4_45-54,2012,10.5,,
1335,Lithuania,Northern,45-54,4_45-54,2013,10.8,,
1336,Lithuania,Northern,45-54,4_45-54,2014,11.3,,
1337,Lithuania,Northern,45-54,4_45-54,2015,11.3,,
1338,Lithuania,Northern,45-54,4_45-54,2016,10.9,,
1339,Lithuania,Northern,45-54,4_45-54,2017,12.9,,
1340,Lithuania,Northern,45-54,4_45-54,2018,10.9,,
1341,Lithuania,Northern,45-54,4_45-54,2019,9.4,,
1342,Lithuania,Northern,45-54,4_45-54,2020,10.2,,
1343,Lithuania,Northern,45-54,4_45-54,2021,8.3,,
1344,Lithuania,Northern,45-54,4_45-54,2022,8.8,,
1345,Lithuania,Northern,45-54,4_45-54,2023,9.9,p,provisional
1346,Lithuania,Northern,45-54,4_45-54,2024,9.2,p,provisional
1347,Lithuania,Northern,55-64,5_55-64,2007,20.8,,
1348,Lithuania,Northern,55-64,5_55-64,2008,19.2,,
1349,Lithuania,Northern,55-64,5_55-64,2009,12.8,,
1350,Lithuania,Northern,55-64,5_55-64,2010,9.4,b,break in series
1351,Lithuania,Northern,55-64,5_55-64,2011,8.6,,
1352,Lithuania,Northern,55-64,5_55-64,2012,9.0,,
1353,Lithuania,Northern,55-64,5_55-64,2013,9.4,,
1354,Lithuania,Northern,55-64,5_55-64,2014,10.6,,
1355,Lithuania,Northern,55-64,5_55-64,2015,11.4,,
1356,Lithuania,Northern,55-64,5_55-64,2016,10.4,,
1357,Lithuania,Northern,55-64,5_55-64,2017,12.7,,
1358,Lithuania,Northern,55-64,5_55-64,2018,11.0,,
1359,Lithuania,Northern,55-64,5_55-64,2019,8.6,,
1360,Lithuania,Northern,55-64,5_55-64,2020,7.0,,
1361,Lithuania,Northern,55-64,5_55-64,2021,5.1,,
1362,Lithuania,Northern,55-64,5_55-64,2022,4.5,,
1363,Lithuania,Northern,55-64,5_55-64,2023,5.3,p,provisional
1364,Lithuania,Northern,55-64,5_55-64,2024,5.1,p,provisional
1365,Lithuania,Northern,65+,6_65+,2007,17.1,,
1366,Lithuania,Northern,65+,6_65+,2008,14.7,,
1367,Lithuania,Northern,65+,6_65+,2009,8.4,,
1368,Lithuania,Northern,65+,6_65+,2010,4.8,b,break in series
1369,Lithuania,Northern,65+,6_65+,2011,6.0,,
1370,Lithuania,Northern,65+,6_65+,2012,8.7,,
1371,Lithuania,Northern,65+,6_65+,2013,11.2,,
1372,Lithuania,Northern,65+,6_65+,2014,14.7,,
1373,Lithuania,Northern,65+,6_65+,2015,12.3,,
1374,Lithuania,Northern,65+,6_65+,2016,9.9,,
1375,Lithuania,Northern,65+,6_65+,2017,8.8,,
1376,Lithuania,Northern,65+,6_65+,2018,5.4,,
1377,Lithuania,Northern,65+,6_65+,2019,8.7,,
1378,Lithuania,Northern,65+,6_65+,2020,5.4,,
1379,Lithuania,Northern,65+,6_65+,2021,2.8,,
1380,Lithuania,Northern,65+,6_65+,2022,1.1,,
1381,Lithuania,Northern,65+,6_65+,2023,4.3,p,provisional
1382,Lithuania,Northern,65+,6_65+,2024,3.8,p,provisional
1383,Luxembourg,Western,Under 25,1_Under 25,2007,-5.0,,
1384,Luxembourg,Western,Under 25,1_Under 25,2008,-5.4,,
1385,Luxembourg,Western,Under 25,1_Under 25,2009,-5.8,,
1386,Luxembourg,Western,Under 25,1_Under 25,2010,-6.2,,
1387,Luxembourg,Western,Under 25,1_Under 25,2014,-4.4,,
1388,Luxembourg,Western,Under 25,1_Under 25,2018,-6.1,,
1389,Luxembourg,Western,Under 25,1_Under 25,2022,-11.6,,
1390,Luxembourg,Western,25-34,2_25-34,2007,1.1,,
1391,Luxembourg,Western,25-34,2_25-34,2008,-0.4,,
1392,Luxembourg,Western,25-34,2_25-34,2009,-1.8,,
1393,Luxembourg,Western,25-34,2_25-34,2010,-3.2,,
1394,Luxembourg,Western,25-34,2_25-34,2014,-5.0,,
1395,Luxembourg,Western,25-34,2_25-34,2018,-8.9,,
1396,Luxembourg,Western,25-34,2_25-34,2022,-8.9,,
1397,Luxembourg,Western,35-44,3_35-44,2007,6.9,,
1398,Luxembourg,Western,35-44,3_35-44,2008,6.8,,
1399,Luxembourg,Western,35-44,3_35-44,2009,6.6,,
1400,Luxembourg,Western,35-44,3_35-44,2010,6.5,,
1401,Luxembourg,Western,35-44,3_35-44,2014,0.5,,
1402,Luxembourg,Western,35-44,3_35-44,2018,-3.9,,
1403,Luxembourg,Western,35-44,3_35-44,2022,-5.8,,
1404,Luxembourg,Western,45-54,4_45-54,2007,15.6,,
1405,Luxembourg,Western,45-54,4_45-54,2008,15.3,,
1406,Luxembourg,Western,45-54,4_45-54,2009,14.9,,
1407,Luxembourg,Western,45-54,4_45-54,2010,14.6,,
1408,Luxembourg,Western,45-54,4_45-54,2014,9.7,,
1409,Luxembourg,Western,45-54,4_45-54,2018,6.6,,
1410,Luxembourg,Western,45-54,4_45-54,2022,4.0,,
1411,Luxembourg,Western,55-64,5_55-64,2007,23.9,,
1412,Luxembourg,Western,55-64,5_55-64,2008,23.1,,
1413,Luxembourg,Western,55-64,5_55-64,2009,22.4,,
1414,Luxembourg,Western,55-64,5_55-64,2010,21.6,,
1415,Luxembourg,Western,55-64,5_55-64,2014,16.7,,
1416,Luxembourg,Western,55-64,5_55-64,2018,11.4,,
1417,Luxembourg,Western,55-64,5_55-64,2022,6.7,,
1418,Luxembourg,Western,65+,6_65+,2014,30.8,,
1419,Luxembourg,Western,65+,6_65+,2018,33.3,,
1420,Luxembourg,Western,65+,6_65+,2022,29.4,,
1421,Malta,Southern,Under 25,1_Under 25,2007,-2.7,,
1422,Malta,Southern,Under 25,1_Under 25,2008,-1.4,,
1423,Malta,Southern,Under 25,1_Under 25,2009,-1.8,,
1424,Malta,Southern,Under 25,1_Under 25,2010,-3.2,,
1425,Malta,Southern,Under 25,1_Under 25,2011,0.6,,
1426,Malta,Southern,Under 25,1_Under 25,2012,1.0,,
1427,Malta,Southern,Under 25,1_Under 25,2013,1.1,,
1428,Malta,Southern,Under 25,1_Under 25,2014,0.5,,
1429,Malta,Southern,Under 25,1_Under 25,2015,0.6,,
1430,Malta,Southern,Under 25,1_Under 25,2016,2.7,,
1431,Malta,Southern,Under 25,1_Under 25,2017,2.8,,
1432,Malta,Southern,Under 25,1_Under 25,2018,2.6,,
1433,Malta,Southern,Under 25,1_Under 25,2019,-0.4,,
1434,Malta,Southern,Under 25,1_Under 25,2020,-1.8,,
1435,Malta,Southern,Under 25,1_Under 25,2021,-1.7,,
1436,Malta,Southern,Under 25,1_Under 25,2022,-2.6,,
1437,Malta,Southern,Under 25,1_Under 25,2023,-2.0,p,provisional
1438,Malta,Southern,Under 25,1_Under 25,2024,-0.1,p,provisional
1439,Malta,Southern,25-34,2_25-34,2007,1.9,,
1440,Malta,Southern,25-34,2_25-34,2008,3.0,,
1441,Malta,Southern,25-34,2_25-34,2009,4.1,,
1442,Malta,Southern,25-34,2_25-34,2010,5.1,,
1443,Malta,Southern,25-34,2_25-34,2011,3.5,,
1444,Malta,Southern,25-34,2_25-34,2012,5.2,,
1445,Malta,Southern,25-34,2_25-34,2013,6.6,,
1446,Malta,Southern,25-34,2_25-34,2014,5.8,,
1447,Malta,Southern,25-34,2_25-34,2015,7.6,,
1448,Malta,Southern,25-34,2_25-34,2016,8.2,,
1449,Malta,Southern,25-34,2_25-34,2017,7.9,,
1450,Malta,Southern,25-34,2_25-34,2018,9.5,,
1451,Malta,Southern,25-34,2_25-34,2019,5.5,,
1452,Malta,Southern,25-34,2_25-34,2020,2.4,,
1453,Malta,Southern,25-34,2_25-34,2021,1.4,,
1454,Malta,Southern,25-34,2_25-34,2022,0.4,,
1455,Malta,Southern,25-34,2_25-34,2023,-4.3,p,provisional
1456,Malta,Southern,25-34,2_25-34,2024,-4.5,p,provisional
1457,Malta,Southern,35-44,3_35-44,2007,4.7,,
1458,Malta,Southern,35-44,3_35-44,2008,8.6,,
1459,Malta,Southern,35-44,3_35-44,2009,7.6,,
1460,Malta,Southern,35-44,3_35-44,2010,10.2,,
1461,Malta,Southern,35-44,3_35-44,2011,10.2,,
1462,Malta,Southern,35-44,3_35-44,2012,11.4,,
1463,Malta,Southern,35-44,3_35-44,2013,12.2,,
1464,Malta,Southern,35-44,3_35-44,2014,13.2,,
1465,Malta,Southern,35-44,3_35-44,2015,14.4,,
1466,Malta,Southern,35-44,3_35-44,2016,15.3,,
1467,Malta,Southern,35-44,3_35-44,2017,15.1,,
1468,Malta,Southern,35-44,3_35-44,2018,15.4,,
1469,Malta,Southern,35-44,3_35-44,2019,13.1,,
1470,Malta,Southern,35-44,3_35-44,2020,9.8,,
1471,Malta,Southern,35-44,3_35-44,2021,8.6,,
1472,Malta,Southern,35-44,3_35-44,2022,6.2,,
1473,Malta,Southern,35-44,3_35-44,2023,6.6,p,provisional
1474,Malta,Southern,35-44,3_35-44,2024,5.4,p,provisional
1475,Malta,Southern,45-54,4_45-54,2007,7.8,,
1476,Malta,Southern,45-54,4_45-54,2008,10.5,,
1477,Malta,Southern,45-54,4_45-54,2009,7.7,,
1478,Malta,Southern,45-54,4_45-54,2010,6.9,,
1479,Malta,Southern,45-54,4_45-54,2011,6.8,,
1480,Malta,Southern,45-54,4_45-54,2012,9.1,,
1481,Malta,Southern,45-54,4_45-54,2013,10.8,,
1482,Malta,Southern,45-54,4_45-54,2014,14.0,,
1483,Malta,Southern,45-54,4_45-54,2015,14.7,,
1484,Malta,Southern,45-54,4_45-54,2016,14.9,,
1485,Malta,Southern,45-54,4_45-54,2017,14.2,,
1486,Malta,Southern,45-54,4_45-54,2018,15.9,,
1487,Malta,Southern,45-54,4_45-54,2019,14.8,,
1488,Malta,Southern,45-54,4_45-54,2020,12.9,,
1489,Malta,Southern,45-54,4_45-54,2021,12.8,,
1490,Malta,Southern,45-54,4_45-54,2022,11.6,,
1491,Malta,Southern,45-54,4_45-54,2023,12.5,p,provisional
1492,Malta,Southern,45-54,4_45-54,2024,12.9,p,provisional
1493,Malta,Southern,55-64,5_55-64,2007,-3.2,,
1494,Malta,Southern,55-64,5_55-64,2008,-0.3,,
1495,Malta,Southern,55-64,5_55-64,2009,0.3,,
1496,Malta,Southern,55-64,5_55-64,2010,0.3,,
1497,Malta,Southern,55-64,5_55-64,2011,2.9,,
1498,Malta,Southern,55-64,5_55-64,2012,4.6,,
1499,Malta,Southern,55-64,5_55-64,2013,5.5,,
1500,Malta,Southern,55-64,5_55-64,2014,9.0,,
1501,Malta,Southern,55-64,5_55-64,2015,9.7,,
1502,Malta,Southern,55-64,5_55-64,2016,10.2,,
1503,Malta,Southern,55-64,5_55-64,2017,11.2,,
1504,Malta,Southern,55-64,5_55-64,2018,13.1,,
1505,Malta,Southern,55-64,5_55-64,2019,12.8,,
1506,Malta,Southern,55-64,5_55-64,2020,11.5,,
1507,Malta,Southern,55-64,5_55-64,2021,11.8,,
1508,Malta,Southern,55-64,5_55-64,2022,11.5,,
1509,Malta,Southern,55-64,5_55-64,2023,16.0,p,provisional
1510,Malta,Southern,55-64,5_55-64,2024,14.7,p,provisional
1511,Malta,Southern,65+,6_65+,2007,27.4,,
1512,Malta,Southern,65+,6_65+,2008,20.2,,
1513,Malta,Southern,65+,6_65+,2009,13.9,,
1514,Malta,Southern,65+,6_65+,2010,10.0,,
1515,Malta,Southern,65+,6_65+,2011,15.0,u,low reliability
1516,Malta,Southern,65+,6_65+,2012,16.1,u,low reliability
1517,Malta,Southern,65+,6_65+,2013,17.8,u,low reliability
1518,Malta,Southern,65+,6_65+,2014,20.0,u,low reliability
1519,Malta,Southern,65+,6_65+,2015,21.1,u,low reliability
1520,Malta,Southern,65+,6_65+,2016,24.1,u,low reliability
1521,Malta,Southern,65+,6_65+,2017,10.8,u,low reliability
1522,Malta,Southern,65+,6_65+,2018,12.9,u,low reliability
1523,Malta,Southern,65+,6_65+,2019,8.3,,
1524,Malta,Southern,65+,6_65+,2020,6.9,,
1525,Malta,Southern,65+,6_65+,2021,5.8,,
1526,Malta,Southern,65+,6_65+,2022,4.1,,
1527,Malta,Southern,65+,6_65+,2023,8.6,p,provisional
1528,Malta,Southern,65+,6_65+,2024,7.6,p,provisional
1529,Netherlands,Western,Under 25,1_Under 25,2007,0.7,,
1530,Netherlands,Western,Under 25,1_Under 25,2008,0.8,,
1531,Netherlands,Western,Under 25,1_Under 25,2009,0.7,,
1532,Netherlands,Western,Under 25,1_Under 25,2010,-0.3,,
1533,Netherlands,Western,Under 25,1_Under 25,2011,2.1,,
1534,Netherlands,Western,Under 25,1_Under 25,2012,1.7,,
1535,Netherlands,Western,Under 25,1_Under 25,2013,1.2,,
1536,Netherlands,Western,Under 25,1_Under 25,2014,0.6,,
1537,Netherlands,Western,Under 25,1_Under 25,2015,2.2,,
1538,Netherlands,Western,Under 25,1_Under 25,2016,2.1,,
1539,Netherlands,Western,Under 25,1_Under 25,2017,0.6,,
1540,Netherlands,Western,Under 25,1_Under 25,2018,-0.5,,
1541,Netherlands,Western,Under 25,1_Under 25,2019,1.8,,
1542,Netherlands,Western,Under 25,1_Under 25,2020,0.9,,
1543,Netherlands,Western,Under 25,1_Under 25,2021,0.7,,
1544,Netherlands,Western,Under 25,1_Under 25,2022,0.4,,
1545,Netherlands,Western,Under 25,1_Under 25,2023,2.1,p,provisional
1546,Netherlands,Western,Under 25,1_Under 25,2024,1.5,p,provisional
1547,Netherlands,Western,25-34,2_25-34,2007,7.0,,
1548,Netherlands,Western,25-34,2_25-34,2008,6.8,,
1549,Netherlands,Western,25-34,2_25-34,2009,5.8,,
1550,Netherlands,Western,25-34,2_25-34,2010,4.3,,
1551,Netherlands,Western,25-34,2_25-34,2011,3.2,,
1552,Netherlands,Western,25-34,2_25-34,2012,1.8,,
1553,Netherlands,Western,25-34,2_25-34,2013,0.0,,
1554,Netherlands,Western,25-34,2_25-34,2014,-0.8,,
1555,Netherlands,Western,25-34,2_25-34,2015,1.1,,
1556,Netherlands,Western,25-34,2_25-34,2016,0.8,,
1557,Netherlands,Western,25-34,2_25-34,2017,0.8,,
1558,Netherlands,Western,25-34,2_25-34,2018,1.1,,
1559,Netherlands,Western,25-34,2_25-34,2019,2.2,,
1560,Netherlands,Western,25-34,2_25-34,2020,2.4,,
1561,Netherlands,Western,25-34,2_25-34,2021,2.3,,
1562,Netherlands,Western,25-34,2_25-34,2022,2.7,,
1563,Netherlands,Western,25-34,2_25-34,2023,1.7,p,provisional
1564,Netherlands,Western,25-34,2_25-34,2024,0.9,p,provisional
1565,Netherlands,Western,35-44,3_35-44,2007,18.5,,
1566,Netherlands,Western,35-44,3_35-44,2008,18.4,,
1567,Netherlands,Western,35-44,3_35-44,2009,17.6,,
1568,Netherlands,Western,35-44,3_35-44,2010,16.4,,
1569,Netherlands,Western,35-44,3_35-44,2011,16.1,,
1570,Netherlands,Western,35-44,3_35-44,2012,15.2,,
1571,Netherlands,Western,35-44,3_35-44,2013,14.3,,
1572,Netherlands,Western,35-44,3_35-44,2014,14.1,,
1573,Netherlands,Western,35-44,3_35-44,2015,10.9,,
1574,Netherlands,Western,35-44,3_35-44,2016,10.4,,
1575,Netherlands,Western,35-44,3_35-44,2017,10.3,,
1576,Netherlands,Western,35-44,3_35-44,2018,10.4,,
1577,Netherlands,Western,35-44,3_35-44,2019,9.1,,
1578,Netherlands,Western,35-44,3_35-44,2020,9.0,,
1579,Netherlands,Western,35-44,3_35-44,2021,9.1,,
1580,Netherlands,Western,35-44,3_35-44,2022,9.5,,
1581,Netherlands,Western,35-44,3_35-44,2023,7.4,p,provisional
1582,Netherlands,Western,35-44,3_35-44,2024,6.3,p,provisional
1583,Netherlands,Western,45-54,4_45-54,2007,25.8,,
1584,Netherlands,Western,45-54,4_45-54,2008,25.1,,
1585,Netherlands,Western,45-54,4_45-54,2009,24.8,,
1586,Netherlands,Western,45-54,4_45-54,2010,24.2,,
1587,Netherlands,Western,45-54,4_45-54,2011,24.5,,
1588,Netherlands,Western,45-54,4_45-54,2012,24.4,,
1589,Netherlands,Western,45-54,4_45-54,2013,24.2,,
1590,Netherlands,Western,45-54,4_45-54,2014,24.7,,
1591,Netherlands,Western,45-54,4_45-54,2015,21.4,,
1592,Netherlands,Western,45-54,4_45-54,2016,21.2,,
1593,Netherlands,Western,45-54,4_45-54,2017,21.4,,
1594,Netherlands,Western,45-54,4_45-54,2018,21.5,,
1595,Netherlands,Western,45-54,4_45-54,2019,19.8,,
1596,Netherlands,Western,45-54,4_45-54,2020,20.0,,
1597,Netherlands,Western,45-54,4_45-54,2021,20.0,,
1598,Netherlands,Western,45-54,4_45-54,2022,20.0,,
1599,Netherlands,Western,45-54,4_45-54,2023,16.6,p,provisional
1600,Netherlands,Western,45-54,4_45-54,2024,15.0,p,provisional
1601,Netherlands,Western,55-64,5_55-64,2007,27.1,,
1602,Netherlands,Western,55-64,5_55-64,2008,25.8,,
1603,Netherlands,Western,55-64,5_55-64,2009,25.2,,
1604,Netherlands,Western,55-64,5_55-64,2010,24.4,,
1605,Netherlands,Western,55-64,5_55-64,2011,24.1,,
1606,Netherlands,Western,55-64,5_55-64,2012,24.0,,
1607,Netherlands,Western,55-64,5_55-64,2013,24.1,,
1608,Netherlands,Western,55-64,5_55-64,2014,25.1,,
1609,Netherlands,Western,55-64,5_55-64,2015,22.3,,
1610,Netherlands,Western,55-64,5_55-64,2016,22.5,,
1611,Netherlands,Western,55-64,5_55-64,2017,22.8,,
1612,Netherlands,Western,55-64,5_55-64,2018,23.1,,
1613,Netherlands,Western,55-64,5_55-64,2019,21.5,,
1614,Netherlands,Western,55-64,5_55-64,2020,22.2,,
1615,Netherlands,Western,55-64,5_55-64,2021,22.9,,
1616,Netherlands,Western,55-64,5_55-64,2022,23.4,,
1617,Netherlands,Western,55-64,5_55-64,2023,19.2,p,provisional
1618,Netherlands,Western,55-64,5_55-64,2024,18.0,p,provisional
1619,Netherlands,Western,65+,6_65+,2007,11.0,,
1620,Netherlands,Western,65+,6_65+,2008,11.3,,
1621,Netherlands,Western,65+,6_65+,2009,10.8,,
1622,Netherlands,Western,65+,6_65+,2010,11.6,,
1623,Netherlands,Western,65+,6_65+,2011,18.5,,
1624,Netherlands,Western,65+,6_65+,2012,18.0,,
1625,Netherlands,Western,65+,6_65+,2013,19.3,,
1626,Netherlands,Western,65+,6_65+,2014,19.4,,
1627,Netherlands,Western,65+,6_65+,2015,18.7,,
1628,Netherlands,Western,65+,6_65+,2016,17.7,,
1629,Netherlands,Western,65+,6_65+,2017,17.7,,
1630,Netherlands,Western,65+,6_65+,2018,17.9,,
1631,Netherlands,Western,65+,6_65+,2019,14.5,,
1632,Netherlands,Western,65+,6_65+,2020,15.9,,
1633,Netherlands,Western,65+,6_65+,2021,15.6,,
1634,Netherlands,Western,65+,6_65+,2022,16.1,,
1635,Netherlands,Western,65+,6_65+,2023,14.3,p,provisional
1636,Netherlands,Western,65+,6_65+,2024,13.6,p,provisional
1637,Poland,Eastern,Under 25,1_Under 25,2007,12.6,,
1638,Poland,Eastern,Under 25,1_Under 25,2008,9.6,,
1639,Poland,Eastern,Under 25,1_Under 25,2009,6.5,,
1640,Poland,Eastern,Under 25,1_Under 25,2010,3.5,,
1641,Poland,Eastern,Under 25,1_Under 25,2011,4.7,,
1642,Poland,Eastern,Under 25,1_Under 25,2012,5.8,,
1643,Poland,Eastern,Under 25,1_Under 25,2013,7.3,p,provisional
1644,Poland,Eastern,Under 25,1_Under 25,2014,8.8,,
1645,Poland,Eastern,Under 25,1_Under 25,2015,8.0,,
1646,Poland,Eastern,Under 25,1_Under 25,2016,7.3,,
1647,Poland,Eastern,Under 25,1_Under 25,2017,7.1,,
1648,Poland,Eastern,Under 25,1_Under 25,2018,9.8,,
1649,Poland,Eastern,Under 25,1_Under 25,2019,9.0,,
1650,Poland,Eastern,Under 25,1_Under 25,2020,8.2,,
1651,Poland,Eastern,Under 25,1_Under 25,2021,7.2,,
1652,Poland,Eastern,Under 25,1_Under 25,2022,6.1,,
1653,Poland,Eastern,Under 25,1_Under 25,2023,5.1,,
1654,Poland,Eastern,Under 25,1_Under 25,2024,4.0,,
1655,Poland,Eastern,25-34,2_25-34,2007,13.8,,
1656,Poland,Eastern,25-34,2_25-34,2008,10.8,,
1657,Poland,Eastern,25-34,2_25-34,2009,7.8,,
1658,Poland,Eastern,25-34,2_25-34,2010,4.8,,
1659,Poland,Eastern,25-34,2_25-34,2011,5.6,,
1660,Poland,Eastern,25-34,2_25-34,2012,6.3,,
1661,Poland,Eastern,25-34,2_25-34,2013,8.1,p,provisional
1662,Poland,Eastern,25-34,2_25-34,2014,9.8,,
1663,Poland,Eastern,25-34,2_25-34,2015,9.2,,
1664,Poland,Eastern,25-34,2_25-34,2016,8.6,,
1665,Poland,Eastern,25-34,2_25-34,2017,8.4,,
1666,Poland,Eastern,25-34,2_25-34,2018,11.0,,
1667,Poland,Eastern,25-34,2_25-34,2019,9.1,,
1668,Poland,Eastern,25-34,2_25-34,2020,7.2,,
1669,Poland,Eastern,25-34,2_25-34,2021,8.0,,
1670,Poland,Eastern,25-34,2_25-34,2022,8.8,,
1671,Poland,Eastern,25-34,2_25-34,2023,6.9,,
1672,Poland,Eastern,25-34,2_25-34,2024,5.0,,
1673,Poland,Eastern,35-44,3_35-44,2007,18.0,,
1674,Poland,Eastern,35-44,3_35-44,2008,15.0,,
1675,Poland,Eastern,35-44,3_35-44,2009,12.0,,
1676,Poland,Eastern,35-44,3_35-44,2010,9.0,,
1677,Poland,Eastern,35-44,3_35-44,2011,10.1,,
1678,Poland,Eastern,35-44,3_35-44,2012,11.2,,
1679,Poland,Eastern,35-44,3_35-44,2013,12.2,p,provisional
1680,Poland,Eastern,35-44,3_35-44,2014,13.1,,
1681,Poland,Eastern,35-44,3_35-44,2015,12.5,,
1682,Poland,Eastern,35-44,3_35-44,2016,11.8,,
1683,Poland,Eastern,35-44,3_35-44,2017,11.7,,
1684,Poland,Eastern,35-44,3_35-44,2018,13.6,,
1685,Poland,Eastern,35-44,3_35-44,2019,11.5,,
1686,Poland,Eastern,35-44,3_35-44,2020,9.4,,
1687,Poland,Eastern,35-44,3_35-44,2021,11.3,,
1688,Poland,Eastern,35-44,3_35-44,2022,13.2,,
1689,Poland,Eastern,35-44,3_35-44,2023,10.9,,
1690,Poland,Eastern,35-44,3_35-44,2024,8.5,,
1691,Poland,Eastern,45-54,4_45-54,2007,16.4,,
1692,Poland,Eastern,45-54,4_45-54,2008,12.3,,
1693,Poland,Eastern,45-54,4_45-54,2009,8.1,,
1694,Poland,Eastern,45-54,4_45-54,2010,4.0,,
1695,Poland,Eastern,45-54,4_45-54,2011,4.9,,
1696,Poland,Eastern,45-54,4_45-54,2012,5.8,,
1697,Poland,Eastern,45-54,4_45-54,2013,5.6,p,provisional
1698,Poland,Eastern,45-54,4_45-54,2014,5.3,,
1699,Poland,Eastern,45-54,4_45-54,2015,6.1,,
1700,Poland,Eastern,45-54,4_45-54,2016,6.9,,
1701,Poland,Eastern,45-54,4_45-54,2017,6.9,,
1702,Poland,Eastern,45-54,4_45-54,2018,8.2,,
1703,Poland,Eastern,45-54,4_45-54,2019,6.8,,
1704,Poland,Eastern,45-54,4_45-54,2020,5.5,,
1705,Poland,Eastern,45-54,4_45-54,2021,7.7,,
1706,Poland,Eastern,45-54,4_45-54,2022,9.9,,
1707,Poland,Eastern,45-54,4_45-54,2023,8.1,,
1708,Poland,Eastern,45-54,4_45-54,2024,6.3,,
1709,Poland,Eastern,55-64,5_55-64,2007,2.6,,
1710,Poland,Eastern,55-64,5_55-64,2008,2.9,,
1711,Poland,Eastern,55-64,5_55-64,2009,3.2,,
1712,Poland,Eastern,55-64,5_55-64,2010,3.5,,
1713,Poland,Eastern,55-64,5_55-64,2011,5.7,,
1714,Poland,Eastern,55-64,5_55-64,2012,7.8,,
1715,Poland,Eastern,55-64,5_55-64,2013,6.9,p,provisional
1716,Poland,Eastern,55-64,5_55-64,2014,6.0,,
1717,Poland,Eastern,55-64,5_55-64,2015,4.3,,
1718,Poland,Eastern,55-64,5_55-64,2016,2.5,,
1719,Poland,Eastern,55-64,5_55-64,2017,2.6,,
1720,Poland,Eastern,55-64,5_55-64,2018,0.1,,
1721,Poland,Eastern,55-64,5_55-64,2019,-3.4,,
1722,Poland,Eastern,55-64,5_55-64,2020,-6.8,,
1723,Poland,Eastern,55-64,5_55-64,2021,-6.2,,
1724,Poland,Eastern,55-64,5_55-64,2022,-5.7,,
1725,Poland,Eastern,55-64,5_55-64,2023,-6.7,,
1726,Poland,Eastern,55-64,5_55-64,2024,-7.7,,
1727,Poland,Eastern,65+,6_65+,2007,35.0,,
1728,Poland,Eastern,65+,6_65+,2008,25.1,,
1729,Poland,Eastern,65+,6_65+,2009,15.3,,
1730,Poland,Eastern,65+,6_65+,2010,5.4,,
1731,Poland,Eastern,65+,6_65+,2011,10.3,,
1732,Poland,Eastern,65+,6_65+,2012,15.1,,
1733,Poland,Eastern,65+,6_65+,2013,5.1,p,provisional
1734,Poland,Eastern,65+,6_65+,2014,-4.9,,
1735,Poland,Eastern,65+,6_65+,2015,-10.7,,
1736,Poland,Eastern,65+,6_65+,2016,-16.5,,
1737,Poland,Eastern,65+,6_65+,2017,-17.9,,
1738,Poland,Eastern,65+,6_65+,2018,2.3,,
1739,Poland,Eastern,65+,6_65+,2019,5.7,,
1740,Poland,Eastern,65+,6_65+,2020,9.1,,
1741,Poland,Eastern,65+,6_65+,2021,6.9,,
1742,Poland,Eastern,65+,6_65+,2022,4.7,,
1743,Poland,Eastern,65+,6_65+,2023,3.1,,
1744,Poland,Eastern,65+,6_65+,2024,1.5,,
1745,Portugal,Southern,Under 25,1_Under 25,2007,-0.5,,
1746,Portugal,Southern,Under 25,1_Under 25,2008,5.2,,
1747,Portugal,Southern,Under 25,1_Under 25,2009,2.4,,
1748,Portugal,Southern,Under 25,1_Under 25,2010,4.9,,
1749,Portugal,Southern,Under 25,1_Under 25,2011,6.2,,
1750,Portugal,Southern,Under 25,1_Under 25,2012,6.4,,
1751,Portugal,Southern,Under 25,1_Under 25,2013,8.6,,
1752,Portugal,Southern,Under 25,1_Under 25,2014,7.2,,
1753,Portugal,Southern,Under 25,1_Under 25,2015,6.8,,
1754,Portugal,Southern,Under 25,1_Under 25,2016,3.4,,
1755,Portugal,Southern,Under 25,1_Under 25,2017,5.0,,
1756,Portugal,Southern,Under 25,1_Under 25,2018,3.1,,
1757,Portugal,Southern,Under 25,1_Under 25,2019,5.4,,
1758,Portugal,Southern,Under 25,1_Under 25,2020,6.6,,
1759,Portugal,Southern,Under 25,1_Under 25,2021,5.8,,
1760,Portugal,Southern,Under 25,1_Under 25,2022,4.2,,
1761,Portugal,Southern,Under 25,1_Under 25,2023,8.2,p,provisional
1762,Portugal,Southern,Under 25,1_Under 25,2024,8.1,p,provisional
1763,Portugal,Southern,25-34,2_25-34,2007,3.6,,
1764,Portugal,Southern,25-34,2_25-34,2008,4.7,,
1765,Portugal,Southern,25-34,2_25-34,2009,4.2,,
1766,Portugal,Southern,25-34,2_25-34,2010,6.1,,
1767,Portugal,Southern,25-34,2_25-34,2011,6.2,,
1768,Portugal,Southern,25-34,2_25-34,2012,5.7,,
1769,Portugal,Southern,25-34,2_25-34,2013,4.5,,
1770,Portugal,Southern,25-34,2_25-34,2014,5.3,,
1771,Portugal,Southern,25-34,2_25-34,2015,7.2,,
1772,Portugal,Southern,25-34,2_25-34,2016,5.7,,
1773,Portugal,Southern,25-34,2_25-34,2017,5.4,,
1774,Portugal,Southern,25-34,2_25-34,2018,4.7,,
