country,eu_region,age_group,age_sort,year,gpg_pct,eu_age_avg,flag_code,flag_note
Portugal,Southern,65+,6,2023,6.0,10.88,p,provisional
Portugal,Southern,65+,6,2024,6.9,10.08,p,provisional
Romania,Eastern,Under 25,1,2007,1.9,3.08,d,definition differs
Romania,Eastern,Under 25,1,2008,1.8,4.68,d,definition differs
Romania,Eastern,Under 25,1,2009,1.9,3.0,d,definition differs
Romania,Eastern,Under 25,1,2010,1.7,2.72,,
Romania,Eastern,Under 25,1,2011,1.0,3.78,,
Romania,Eastern,Under 25,1,2012,0.4,4.63,,
Romania,Eastern,Under 25,1,2013,-0.4,4.87,,
Romania,Eastern,Under 25,1,2014,-1.1,5.16,,
Romania,Eastern,Under 25,1,2015,0.6,6.19,e,estimated
Romania,Eastern,Under 25,1,2016,2.2,6.24,e,estimated
Romania,Eastern,Under 25,1,2017,3.9,6.57,e,estimated
Romania,Eastern,Under 25,1,2018,5.6,5.73,,
Romania,Eastern,Under 25,1,2019,4.7,5.31,,
Romania,Eastern,Under 25,1,2020,4.1,4.8,,
Romania,Eastern,Under 25,1,2021,3.4,3.93,,
Romania,Eastern,Under 25,1,2022,2.7,3.28,,
Romania,Eastern,Under 25,1,2023,2.7,4.35,e,estimated
Romania,Eastern,Under 25,1,2024,2.7,4.3,e,estimated
Romania,Eastern,25-34,2,2007,5.4,7.11,d,definition differs
Romania,Eastern,25-34,2,2008,5.2,9.05,d,definition differs
Romania,Eastern,25-34,2,2009,5.1,7.83,d,definition differs
Romania,Eastern,25-34,2,2010,2.6,7.16,,
Romania,Eastern,25-34,2,2011,2.2,7.24,,
Romania,Eastern,25-34,2,2012,1.7,7.71,,
Romania,Eastern,25-34,2,2013,1.5,6.79,,
Romania,Eastern,25-34,2,2014,1.1,7.17,,
Romania,Eastern,25-34,2,2015,2.9,8.35,e,estimated
Romania,Eastern,25-34,2,2016,4.8,8.51,e,estimated
Romania,Eastern,25-34,2,2017,6.6,8.9,e,estimated
Romania,Eastern,25-34,2,2018,8.4,8.94,,
Romania,Eastern,25-34,2,2019,6.7,8.9,,
Romania,Eastern,25-34,2,2020,5.3,7.92,,
Romania,Eastern,25-34,2,2021,3.9,7.56,,
Romania,Eastern,25-34,2,2022,2.5,6.78,,
Romania,Eastern,25-34,2,2023,2.5,7.65,e,estimated
Romania,Eastern,25-34,2,2024,2.5,7.13,e,estimated
Romania,Eastern,35-44,3,2007,12.3,13.82,d,definition differs
Romania,Eastern,35-44,3,2008,12.2,16.9,d,definition differs
Romania,Eastern,35-44,3,2009,12.1,15.85,d,definition differs
Romania,Eastern,35-44,3,2010,10.5,15.48,,
Romania,Eastern,35-44,3,2011,9.4,15.32,,
Romania,Eastern,35-44,3,2012,8.5,15.55,,
Romania,Eastern,35-44,3,2013,7.6,14.79,,
Romania,Eastern,35-44,3,2014,6.7,14.7,,
Romania,Eastern,35-44,3,2015,6.1,14.88,e,estimated
Romania,Eastern,35-44,3,2016,5.6,14.5,e,estimated
Romania,Eastern,35-44,3,2017,5.1,14.31,e,estimated
Romania,Eastern,35-44,3,2018,4.5,13.94,,
Romania,Eastern,35-44,3,2019,5.0,13.19,,
Romania,Eastern,35-44,3,2020,5.4,11.91,,
Romania,Eastern,35-44,3,2021,5.9,11.58,,
Romania,Eastern,35-44,3,2022,6.4,11.52,,
Romania,Eastern,35-44,3,2023,6.4,12.18,e,estimated
Romania,Eastern,35-44,3,2024,6.4,11.62,e,estimated
Romania,Eastern,45-54,4,2007,6.4,13.47,d,definition differs
Romania,Eastern,45-54,4,2008,6.7,16.96,d,definition differs
Romania,Eastern,45-54,4,2009,7.0,16.85,d,definition differs
Romania,Eastern,45-54,4,2010,11.1,16.57,,
Romania,Eastern,45-54,4,2011,9.6,16.38,,
Romania,Eastern,45-54,4,2012,8.0,16.98,,
Romania,Eastern,45-54,4,2013,6.4,16.29,,
Romania,Eastern,45-54,4,2014,4.8,16.74,,
Romania,Eastern,45-54,4,2015,3.4,16.27,e,estimated
Romania,Eastern,45-54,4,2016,1.8,15.77,e,estimated
Romania,Eastern,45-54,4,2017,0.3,15.65,e,estimated
Romania,Eastern,45-54,4,2018,-1.2,15.12,,
Romania,Eastern,45-54,4,2019,-0.8,13.9,,
Romania,Eastern,45-54,4,2020,-0.4,12.92,,
Romania,Eastern,45-54,4,2021,-0.1,12.6,,
Romania,Eastern,45-54,4,2022,0.3,13.43,,
Romania,Eastern,45-54,4,2023,0.3,13.22,e,estimated
Romania,Eastern,45-54,4,2024,0.3,12.8,e,estimated
Romania,Eastern,55-64,5,2007,-4.8,11.22,d,definition differs
Romania,Eastern,55-64,5,2008,-4.0,15.15,d,definition differs
Romania,Eastern,55-64,5,2009,-3.0,14.91,d,definition differs
Romania,Eastern,55-64,5,2010,8.5,15.43,,
Romania,Eastern,55-64,5,2011,7.0,14.88,,
Romania,Eastern,55-64,5,2012,5.7,15.59,,
Romania,Eastern,55-64,5,2013,4.3,14.6,,
Romania,Eastern,55-64,5,2014,2.8,15.93,,
Romania,Eastern,55-64,5,2015,0.8,14.72,e,estimated
Romania,Eastern,55-64,5,2016,-1.2,13.54,e,estimated
Romania,Eastern,55-64,5,2017,-3.2,13.39,e,estimated
Romania,Eastern,55-64,5,2018,-5.2,13.76,,
Romania,Eastern,55-64,5,2019,-5.0,11.84,,
Romania,Eastern,55-64,5,2020,-4.5,10.77,,
Romania,Eastern,55-64,5,2021,-4.1,10.45,,
Romania,Eastern,55-64,5,2022,-3.6,12.52,,
Romania,Eastern,55-64,5,2023,-3.6,11.74,e,estimated
Romania,Eastern,55-64,5,2024,-3.6,11.37,e,estimated
Romania,Eastern,65+,6,2007,5.3,16.79,d,definition differs
Romania,Eastern,65+,6,2008,7.0,17.04,d,definition differs
Romania,Eastern,65+,6,2009,8.7,17.57,d,definition differs
Romania,Eastern,65+,6,2010,28.1,18.47,,
Romania,Eastern,65+,6,2011,25.6,19.71,,
Romania,Eastern,65+,6,2012,23.0,20.64,,
Romania,Eastern,65+,6,2013,20.5,19.55,,
Romania,Eastern,65+,6,2014,18.0,21.67,,
Romania,Eastern,65+,6,2015,8.9,19.75,e,estimated
Romania,Eastern,65+,6,2016,0.3,17.78,e,estimated
Romania,Eastern,65+,6,2017,-8.1,16.38,e,estimated
Romania,Eastern,65+,6,2018,-16.8,16.23,,
Romania,Eastern,65+,6,2019,-18.3,13.12,,
Romania,Eastern,65+,6,2020,-18.9,11.92,,
Romania,Eastern,65+,6,2021,-19.4,10.44,,
Romania,Eastern,65+,6,2022,-20.0,11.97,,
Romania,Eastern,65+,6,2023,-19.6,10.88,e,estimated
Romania,Eastern,65+,6,2024,-19.6,10.08,e,estimated
Slovakia,Eastern,Under 25,1,2008,9.5,4.68,,
Slovakia,Eastern,Under 25,1,2009,8.7,3.0,,
Slovakia,Eastern,Under 25,1,2010,7.3,2.72,,
Slovakia,Eastern,Under 25,1,2011,10.1,3.78,,
Slovakia,Eastern,Under 25,1,2012,12.1,4.63,,
Slovakia,Eastern,Under 25,1,2013,9.5,4.87,,
Slovakia,Eastern,Under 25,1,2014,11.5,5.16,,
Slovakia,Eastern,Under 25,1,2015,12.3,6.19,,
Slovakia,Eastern,Under 25,1,2016,11.1,6.24,,
Slovakia,Eastern,Under 25,1,2017,12.8,6.57,,
Slovakia,Eastern,Under 25,1,2018,12.3,5.73,,
Slovakia,Eastern,Under 25,1,2019,10.2,5.31,,
Slovakia,Eastern,Under 25,1,2020,6.7,4.8,,
Slovakia,Eastern,Under 25,1,2021,6.4,3.93,,
Slovakia,Eastern,Under 25,1,2022,7.5,3.28,,
Slovakia,Eastern,Under 25,1,2023,7.7,4.35,p,provisional
Slovakia,Eastern,Under 25,1,2024,8.7,4.3,p,provisional
Slovakia,Eastern,25-34,2,2008,19.2,9.05,,
Slovakia,Eastern,25-34,2,2009,17.5,7.83,,
Slovakia,Eastern,25-34,2,2010,16.2,7.16,,
Slovakia,Eastern,25-34,2,2011,15.1,7.24,,
Slovakia,Eastern,25-34,2,2012,15.3,7.71,,
Slovakia,Eastern,25-34,2,2013,13.2,6.79,,
Slovakia,Eastern,25-34,2,2014,13.2,7.17,,
Slovakia,Eastern,25-34,2,2015,14.5,8.35,,
Slovakia,Eastern,25-34,2,2016,13.4,8.51,,
Slovakia,Eastern,25-34,2,2017,15.7,8.9,,
Slovakia,Eastern,25-34,2,2018,15.9,8.94,,
Slovakia,Eastern,25-34,2,2019,13.8,8.9,,
Slovakia,Eastern,25-34,2,2020,11.1,7.92,,
Slovakia,Eastern,25-34,2,2021,12.0,7.56,,
Slovakia,Eastern,25-34,2,2022,13.2,6.78,,
Slovakia,Eastern,25-34,2,2023,11.9,7.65,p,provisional
Slovakia,Eastern,25-34,2,2024,12.6,7.13,p,provisional
Slovakia,Eastern,35-44,3,2008,26.0,16.9,,
Slovakia,Eastern,35-44,3,2009,29.5,15.85,,
Slovakia,Eastern,35-44,3,2010,27.5,15.48,,
Slovakia,Eastern,35-44,3,2011,26.2,15.32,,
Slovakia,Eastern,35-44,3,2012,26.9,15.55,,
Slovakia,Eastern,35-44,3,2013,24.3,14.79,,
Slovakia,Eastern,35-44,3,2014,25.8,14.7,,
Slovakia,Eastern,35-44,3,2015,24.6,14.88,,
Slovakia,Eastern,35-44,3,2016,24.2,14.5,,
Slovakia,Eastern,35-44,3,2017,24.4,14.31,,
Slovakia,Eastern,35-44,3,2018,24.0,13.94,,
Slovakia,Eastern,35-44,3,2019,22.3,13.19,,
Slovakia,Eastern,35-44,3,2020,20.1,11.91,,
Slovakia,Eastern,35-44,3,2021,19.7,11.58,,
Slovakia,Eastern,35-44,3,2022,20.6,11.52,,
Slovakia,Eastern,35-44,3,2023,19.3,12.18,p,provisional
Slovakia,Eastern,35-44,3,2024,18.7,11.62,p,provisional
Slovakia,Eastern,45-54,4,2008,20.2,16.96,,
Slovakia,Eastern,45-54,4,2009,23.9,16.85,,
Slovakia,Eastern,45-54,4,2010,21.5,16.57,,
Slovakia,Eastern,45-54,4,2011,23.0,16.38,,
Slovakia,Eastern,45-54,4,2012,22.9,16.98,,
Slovakia,Eastern,45-54,4,2013,21.3,16.29,,
Slovakia,Eastern,45-54,4,2014,22.1,16.74,,
Slovakia,Eastern,45-54,4,2015,22.2,16.27,,
Slovakia,Eastern,45-54,4,2016,22.0,15.77,,
Slovakia,Eastern,45-54,4,2017,22.5,15.65,,
Slovakia,Eastern,45-54,4,2018,22.1,15.12,,
Slovakia,Eastern,45-54,4,2019,20.3,13.9,,
Slovakia,Eastern,45-54,4,2020,17.2,12.92,,
Slovakia,Eastern,45-54,4,2021,19.3,12.6,,
Slovakia,Eastern,45-54,4,2022,19.3,13.43,,
Slovakia,Eastern,45-54,4,2023,17.7,13.22,p,provisional
Slovakia,Eastern,45-54,4,2024,18.3,12.8,p,provisional
Slovakia,Eastern,55-64,5,2008,12.2,15.15,,
Slovakia,Eastern,55-64,5,2009,16.9,14.91,,
Slovakia,Eastern,55-64,5,2010,13.5,15.43,,
Slovakia,Eastern,55-64,5,2011,17.0,14.88,,
Slovakia,Eastern,55-64,5,2012,19.4,15.59,,
Slovakia,Eastern,55-64,5,2013,17.6,14.6,,
Slovakia,Eastern,55-64,5,2014,18.3,15.93,,
Slovakia,Eastern,55-64,5,2015,17.6,14.72,,
Slovakia,Eastern,55-64,5,2016,16.8,13.54,,
Slovakia,Eastern,55-64,5,2017,17.1,13.39,,
Slovakia,Eastern,55-64,5,2018,17.3,13.76,,
Slovakia,Eastern,55-64,5,2019,16.0,11.84,,
Slovakia,Eastern,55-64,5,2020,12.5,10.77,,
Slovakia,Eastern,55-64,5,2021,12.1,10.45,,
Slovakia,Eastern,55-64,5,2022,13.8,12.52,,
Slovakia,Eastern,55-64,5,2023,12.4,11.74,p,provisional
Slovakia,Eastern,55-64,5,2024,13.0,11.37,p,provisional
Slovakia,Eastern,65+,6,2008,16.7,17.04,,
Slovakia,Eastern,65+,6,2009,17.0,17.57,,
Slovakia,Eastern,65+,6,2010,6.7,18.47,,
Slovakia,Eastern,65+,6,2011,17.9,19.71,,
Slovakia,Eastern,65+,6,2012,19.3,20.64,,
Slovakia,Eastern,65+,6,2013,14.0,19.55,,
Slovakia,Eastern,65+,6,2014,17.7,21.67,,
Slovakia,Eastern,65+,6,2015,20.5,19.75,,
Slovakia,Eastern,65+,6,2016,20.6,17.78,,
Slovakia,Eastern,65+,6,2017,24.4,16.38,,
Slovakia,Eastern,65+,6,2018,14.9,16.23,,
Slovakia,Eastern,65+,6,2019,10.2,13.12,,
Slovakia,Eastern,65+,6,2020,9.5,11.92,,
Slovakia,Eastern,65+,6,2021,9.5,10.44,,
Slovakia,Eastern,65+,6,2022,7.5,11.97,,
Slovakia,Eastern,65+,6,2023,17.6,10.88,p,provisional
Slovakia,Eastern,65+,6,2024,10.8,10.08,p,provisional
Slovenia,Southern,Under 25,1,2007,-4.0,3.08,,
Slovenia,Southern,Under 25,1,2008,-4.9,4.68,,
Slovenia,Southern,Under 25,1,2009,-10.6,3.0,,
Slovenia,Southern,Under 25,1,2010,-7.1,2.72,,
Slovenia,Southern,Under 25,1,2011,-3.2,3.78,,
Slovenia,Southern,Under 25,1,2012,-0.5,4.63,,
Slovenia,Southern,Under 25,1,2013,3.6,4.87,,
Slovenia,Southern,Under 25,1,2014,5.9,5.16,,
Slovenia,Southern,Under 25,1,2015,8.2,6.19,,
Slovenia,Southern,Under 25,1,2016,7.7,6.24,,
Slovenia,Southern,Under 25,1,2017,7.4,6.57,,
Slovenia,Southern,Under 25,1,2018,9.8,5.73,,
Slovenia,Southern,Under 25,1,2019,8.7,5.31,,
Slovenia,Southern,Under 25,1,2020,2.9,4.8,,
Slovenia,Southern,Under 25,1,2021,3.7,3.93,,
Slovenia,Southern,Under 25,1,2022,8.3,3.28,,
Slovenia,Southern,Under 25,1,2023,6.7,4.35,bp,"provisional, break in series"
Slovenia,Southern,Under 25,1,2024,9.3,4.3,p,provisional
Slovenia,Southern,25-34,2,2007,-0.3,7.11,,
Slovenia,Southern,25-34,2,2008,-1.2,9.05,,
Slovenia,Southern,25-34,2,2009,-5.5,7.83,,
Slovenia,Southern,25-34,2,2010,-4.0,7.16,,
Slovenia,Southern,25-34,2,2011,-1.2,7.24,,
Slovenia,Southern,25-34,2,2012,1.4,7.71,,
Slovenia,Southern,25-34,2,2013,3.8,6.79,,
Slovenia,Southern,25-34,2,2014,6.3,7.17,,
Slovenia,Southern,25-34,2,2015,7.4,8.35,,
Slovenia,Southern,25-34,2,2016,7.6,8.51,,
Slovenia,Southern,25-34,2,2017,8.7,8.9,,
Slovenia,Southern,25-34,2,2018,10.3,8.94,,
Slovenia,Southern,25-34,2,2019,9.4,8.9,,
Slovenia,Southern,25-34,2,2020,4.8,7.92,,
Slovenia,Southern,25-34,2,2021,5.5,7.56,,
Slovenia,Southern,25-34,2,2022,9.3,6.78,,
Slovenia,Southern,25-34,2,2023,8.2,7.65,bp,"provisional, break in series"
Slovenia,Southern,25-34,2,2024,10.3,7.13,p,provisional
Slovenia,Southern,35-44,3,2007,7.4,13.82,,
Slovenia,Southern,35-44,3,2008,7.3,16.9,,
Slovenia,Southern,35-44,3,2009,2.3,15.85,,
Slovenia,Southern,35-44,3,2010,3.9,15.48,,
Slovenia,Southern,35-44,3,2011,5.9,15.32,,
Slovenia,Southern,35-44,3,2012,7.5,15.55,,
Slovenia,Southern,35-44,3,2013,8.9,14.79,,
Slovenia,Southern,35-44,3,2014,9.1,14.7,,
Slovenia,Southern,35-44,3,2015,10.6,14.88,,
Slovenia,Southern,35-44,3,2016,10.6,14.5,,
Slovenia,Southern,35-44,3,2017,10.8,14.31,,
Slovenia,Southern,35-44,3,2018,12.0,13.94,,
Slovenia,Southern,35-44,3,2019,10.3,13.19,,
Slovenia,Southern,35-44,3,2020,5.9,11.91,,
Slovenia,Southern,35-44,3,2021,6.2,11.58,,
Slovenia,Southern,35-44,3,2022,10.3,11.52,,
Slovenia,Southern,35-44,3,2023,8.9,12.18,bp,"provisional, break in series"
Slovenia,Southern,35-44,3,2024,10.8,11.62,p,provisional
Slovenia,Southern,45-54,4,2007,8.2,13.47,,
Slovenia,Southern,45-54,4,2008,8.2,16.96,,
Slovenia,Southern,45-54,4,2009,3.3,16.85,,
Slovenia,Southern,45-54,4,2010,4.5,16.57,,
Slovenia,Southern,45-54,4,2011,7.0,16.38,,
Slovenia,Southern,45-54,4,2012,8.8,16.98,,
Slovenia,Southern,45-54,4,2013,11.1,16.29,,
Slovenia,Southern,45-54,4,2014,10.4,16.74,,
Slovenia,Southern,45-54,4,2015,11.6,16.27,,
Slovenia,Southern,45-54,4,2016,11.9,15.77,,
Slovenia,Southern,45-54,4,2017,11.5,15.65,,
Slovenia,Southern,45-54,4,2018,12.0,15.12,,
Slovenia,Southern,45-54,4,2019,9.9,13.9,,
Slovenia,Southern,45-54,4,2020,4.4,12.92,,
Slovenia,Southern,45-54,4,2021,3.7,12.6,,
Slovenia,Southern,45-54,4,2022,7.3,13.43,,
Slovenia,Southern,45-54,4,2023,7.9,13.22,bp,"provisional, break in series"
Slovenia,Southern,45-54,4,2024,9.5,12.8,p,provisional
Slovenia,Southern,55-64,5,2007,-3.9,11.22,,
Slovenia,Southern,55-64,5,2008,-4.9,15.15,,
Slovenia,Southern,55-64,5,2009,-9.8,14.91,,
Slovenia,Southern,55-64,5,2010,-6.6,15.43,,
Slovenia,Southern,55-64,5,2011,-1.7,14.88,,
Slovenia,Southern,55-64,5,2012,0.4,15.59,,
Slovenia,Southern,55-64,5,2013,4.7,14.6,,
Slovenia,Southern,55-64,5,2014,3.3,15.93,,
Slovenia,Southern,55-64,5,2015,5.7,14.72,,
Slovenia,Southern,55-64,5,2016,6.1,13.54,,
Slovenia,Southern,55-64,5,2017,7.0,13.39,,
Slovenia,Southern,55-64,5,2018,7.5,13.76,,
Slovenia,Southern,55-64,5,2019,5.9,11.84,,
Slovenia,Southern,55-64,5,2020,0.9,10.77,,
Slovenia,Southern,55-64,5,2021,0.8,10.45,,
Slovenia,Southern,55-64,5,2022,5.2,12.52,,
Slovenia,Southern,55-64,5,2023,4.7,11.74,bp,"provisional, break in series"
Slovenia,Southern,55-64,5,2024,5.9,11.37,p,provisional
Slovenia,Southern,65+,6,2007,12.4,16.79,,
Slovenia,Southern,65+,6,2008,6.2,17.04,,
Slovenia,Southern,65+,6,2010,7.3,18.47,,
Slovenia,Southern,65+,6,2011,3.2,19.71,,
Slovenia,Southern,65+,6,2012,-5.3,20.64,,
Slovenia,Southern,65+,6,2013,-3.6,19.55,,
Slovenia,Southern,65+,6,2014,4.3,21.67,,
Slovenia,Southern,65+,6,2015,3.6,19.75,,
Slovenia,Southern,65+,6,2016,6.6,17.78,,
Slovenia,Southern,65+,6,2017,6.1,16.38,,
Slovenia,Southern,65+,6,2018,2.7,16.23,,
Slovenia,Southern,65+,6,2019,3.8,13.12,,
Slovenia,Southern,65+,6,2020,1.4,11.92,,
Slovenia,Southern,65+,6,2021,-1.6,10.44,,
Slovenia,Southern,65+,6,2022,4.3,11.97,,
Slovenia,Southern,65+,6,2023,9.1,10.88,bp,"provisional, break in series"
Slovenia,Southern,65+,6,2024,9.2,10.08,p,provisional
Spain,Southern,Under 25,1,2007,6.5,3.08,,
Spain,Southern,Under 25,1,2008,7.9,4.68,,
Spain,Southern,Under 25,1,2009,5.5,3.0,,
Spain,Southern,Under 25,1,2010,4.8,2.72,,
Spain,Southern,Under 25,1,2011,5.9,3.78,,
Spain,Southern,Under 25,1,2012,8.3,4.63,,
Spain,Southern,Under 25,1,2013,7.3,4.87,,
Spain,Southern,Under 25,1,2014,5.7,5.16,,
Spain,Southern,Under 25,1,2015,9.2,6.19,,
Spain,Southern,Under 25,1,2016,4.7,6.24,,
Spain,Southern,Under 25,1,2017,4.1,6.57,,
Spain,Southern,Under 25,1,2018,1.7,5.73,,
Spain,Southern,Under 25,1,2019,-2.4,5.31,,
Spain,Southern,Under 25,1,2020,-2.5,4.8,,
Spain,Southern,Under 25,1,2021,-1.9,3.93,,
Spain,Southern,Under 25,1,2022,0.4,3.28,,
Spain,Southern,Under 25,1,2023,1.1,4.35,p,provisional
Spain,Southern,Under 25,1,2024,1.1,4.3,p,provisional
Spain,Southern,25-34,2,2007,11.6,7.11,,
Spain,Southern,25-34,2,2008,10.3,9.05,,
Spain,Southern,25-34,2,2009,10.0,7.83,,
Spain,Southern,25-34,2,2010,8.7,7.16,,
Spain,Southern,25-34,2,2011,10.4,7.24,,
Spain,Southern,25-34,2,2012,11.8,7.71,,
Spain,Southern,25-34,2,2013,9.9,6.79,,
Spain,Southern,25-34,2,2014,6.6,7.17,,
Spain,Southern,25-34,2,2015,7.0,8.35,,
Spain,Southern,25-34,2,2016,6.7,8.51,,
Spain,Southern,25-34,2,2017,5.0,8.9,,
Spain,Southern,25-34,2,2018,4.6,8.94,,
Spain,Southern,25-34,2,2019,1.6,8.9,,
Spain,Southern,25-34,2,2020,2.5,7.92,,
Spain,Southern,25-34,2,2021,4.0,7.56,,
Spain,Southern,25-34,2,2022,2.9,6.78,,
Spain,Southern,25-34,2,2023,-0.5,7.65,p,provisional
Spain,Southern,25-34,2,2024,-0.5,7.13,p,provisional
Spain,Southern,35-44,3,2007,16.7,13.82,,
Spain,Southern,35-44,3,2008,15.8,16.9,,
Spain,Southern,35-44,3,2009,15.8,15.85,,
Spain,Southern,35-44,3,2010,13.1,15.48,,
Spain,Southern,35-44,3,2011,15.4,15.32,,
Spain,Southern,35-44,3,2012,15.9,15.55,,
Spain,Southern,35-44,3,2013,15.9,14.79,,
Spain,Southern,35-44,3,2014,11.5,14.7,,
Spain,Southern,35-44,3,2015,10.1,14.88,,
Spain,Southern,35-44,3,2016,11.9,14.5,,
Spain,Southern,35-44,3,2017,10.4,14.31,,
Spain,Southern,35-44,3,2018,9.7,13.94,,
Spain,Southern,35-44,3,2019,7.8,13.19,,
Spain,Southern,35-44,3,2020,7.2,11.91,,
Spain,Southern,35-44,3,2021,6.7,11.58,,
Spain,Southern,35-44,3,2022,8.7,11.52,,
Spain,Southern,35-44,3,2023,5.8,12.18,p,provisional
Spain,Southern,35-44,3,2024,5.8,11.62,p,provisional
Spain,Southern,45-54,4,2007,18.8,13.47,,
Spain,Southern,45-54,4,2008,17.6,16.96,,
Spain,Southern,45-54,4,2009,18.8,16.85,,
Spain,Southern,45-54,4,2010,18.8,16.57,,
Spain,Southern,45-54,4,2011,19.6,16.38,,
Spain,Southern,45-54,4,2012,20.5,16.98,,
Spain,Southern,45-54,4,2013,19.6,16.29,,
Spain,Southern,45-54,4,2014,19.0,16.74,,
Spain,Southern,45-54,4,2015,16.6,16.27,,
Spain,Southern,45-54,4,2016,16.8,15.77,,
Spain,Southern,45-54,4,2017,15.8,15.65,,
Spain,Southern,45-54,4,2018,13.8,15.12,,
Spain,Southern,45-54,4,2019,12.2,13.9,,
Spain,Southern,45-54,4,2020,12.1,12.92,,
Spain,Southern,45-54,4,2021,11.6,12.6,,
Spain,Southern,45-54,4,2022,10.8,13.43,,
Spain,Southern,45-54,4,2023,9.3,13.22,p,provisional
Spain,Southern,45-54,4,2024,9.3,12.8,p,provisional
Spain,Southern,55-64,5,2007,21.7,11.22,,
Spain,Southern,55-64,5,2008,21.9,15.15,,
Spain,Southern,55-64,5,2009,22.8,14.91,,
Spain,Southern,55-64,5,2010,23.7,15.43,,
Spain,Southern,55-64,5,2011,22.9,14.88,,
Spain,Southern,55-64,5,2012,24.2,15.59,,
Spain,Southern,55-64,5,2013,23.0,14.6,,
Spain,Southern,55-64,5,2014,21.1,15.93,,
Spain,Southern,55-64,5,2015,22.7,14.72,,
Spain,Southern,55-64,5,2016,22.6,13.54,,
Spain,Southern,55-64,5,2017,20.5,13.39,,
Spain,Southern,55-64,5,2018,18.2,13.76,,
Spain,Southern,55-64,5,2019,15.8,11.84,,
Spain,Southern,55-64,5,2020,14.7,10.77,,
Spain,Southern,55-64,5,2021,13.9,10.45,,
Spain,Southern,55-64,5,2022,12.6,12.52,,
Spain,Southern,55-64,5,2023,12.0,11.74,p,provisional
Spain,Southern,55-64,5,2024,12.0,11.37,p,provisional
Spain,Southern,65+,6,2010,45.1,18.47,,
Spain,Southern,65+,6,2011,51.9,19.71,,
Spain,Southern,65+,6,2012,48.9,20.64,,
Spain,Southern,65+,6,2013,43.5,19.55,,
Spain,Southern,65+,6,2014,45.3,21.67,,
Spain,Southern,65+,6,2015,48.2,19.75,,
Spain,Southern,65+,6,2016,43.9,17.78,,
Spain,Southern,65+,6,2017,51.1,16.38,,
Spain,Southern,65+,6,2018,34.3,16.23,,
Spain,Southern,65+,6,2019,34.1,13.12,,
Spain,Southern,65+,6,2020,30.3,11.92,,
Spain,Southern,65+,6,2021,32.6,10.44,,
Spain,Southern,65+,6,2022,33.3,11.97,,
Spain,Southern,65+,6,2023,32.8,10.88,p,provisional
Spain,Southern,65+,6,2024,32.8,10.08,p,provisional
Sweden,Northern,Under 25,1,2008,6.8,4.68,,
Sweden,Northern,Under 25,1,2009,5.3,3.0,,
Sweden,Northern,Under 25,1,2010,6.5,2.72,,
Sweden,Northern,Under 25,1,2011,5.9,3.78,,
Sweden,Northern,Under 25,1,2012,5.9,4.63,,
Sweden,Northern,Under 25,1,2013,5.4,4.87,,
Sweden,Northern,Under 25,1,2014,5.3,5.16,,
Sweden,Northern,Under 25,1,2015,6.2,6.19,,
Sweden,Northern,Under 25,1,2016,4.8,6.24,,
Sweden,Northern,Under 25,1,2017,5.6,6.57,,
Sweden,Northern,Under 25,1,2018,6.0,5.73,,
Sweden,Northern,Under 25,1,2019,5.3,5.31,,
Sweden,Northern,Under 25,1,2020,6.1,4.8,,
Sweden,Northern,Under 25,1,2021,5.9,3.93,,
Sweden,Northern,Under 25,1,2022,6.1,3.28,,
Sweden,Northern,Under 25,1,2023,5.4,4.35,p,provisional
Sweden,Northern,Under 25,1,2024,5.8,4.3,p,provisional
Sweden,Northern,25-34,2,2008,11.6,9.05,,
Sweden,Northern,25-34,2,2009,10.1,7.83,,
Sweden,Northern,25-34,2,2010,10.2,7.16,,
Sweden,Northern,25-34,2,2011,9.9,7.24,,
Sweden,Northern,25-34,2,2012,10.0,7.71,,
Sweden,Northern,25-34,2,2013,9.4,6.79,,
Sweden,Northern,25-34,2,2014,9.2,7.17,,
Sweden,Northern,25-34,2,2015,9.5,8.35,,
Sweden,Northern,25-34,2,2016,8.6,8.51,,
Sweden,Northern,25-34,2,2017,8.4,8.9,,
Sweden,Northern,25-34,2,2018,8.0,8.94,,
Sweden,Northern,25-34,2,2019,7.4,8.9,,
Sweden,Northern,25-34,2,2020,7.0,7.92,,
Sweden,Northern,25-34,2,2021,7.0,7.56,,
Sweden,Northern,25-34,2,2022,7.1,6.78,,
Sweden,Northern,25-34,2,2023,7.0,7.65,p,provisional
Sweden,Northern,25-34,2,2024,6.9,7.13,p,provisional
Sweden,Northern,35-44,3,2008,18.6,16.9,,
Sweden,Northern,35-44,3,2009,17.4,15.85,,
Sweden,Northern,35-44,3,2010,16.9,15.48,,
Sweden,Northern,35-44,3,2011,17.5,15.32,,
Sweden,Northern,35-44,3,2012,17.4,15.55,,
Sweden,Northern,35-44,3,2013,16.7,14.79,,
Sweden,Northern,35-44,3,2014,15.7,14.7,,
Sweden,Northern,35-44,3,2015,15.6,14.88,,
Sweden,Northern,35-44,3,2016,14.8,14.5,,
Sweden,Northern,35-44,3,2017,13.2,14.31,,
Sweden,Northern,35-44,3,2018,12.6,13.94,,
Sweden,Northern,35-44,3,2019,12.1,13.19,,
Sweden,Northern,35-44,3,2020,10.8,11.91,,
Sweden,Northern,35-44,3,2021,11.1,11.58,,
Sweden,Northern,35-44,3,2022,10.6,11.52,,
