country,eu_region,age_group,age_sort,year,gpg_pct,eu_age_avg,flag_code,flag_note
Austria,Western,Under 25,1,2010,8.6,2.72,,
Austria,Western,Under 25,1,2014,8.7,5.16,,
Austria,Western,Under 25,1,2018,7.7,5.73,,
Austria,Western,Under 25,1,2022,9.1,3.28,,
Austria,Western,25-34,2,2010,14.8,7.16,,
Austria,Western,25-34,2,2014,14.1,7.17,,
Austria,Western,25-34,2,2018,13.0,8.94,,
Austria,Western,25-34,2,2022,11.5,6.78,,
Austria,Western,35-44,3,2010,25.2,15.48,,
Austria,Western,35-44,3,2014,22.0,14.7,,
Austria,Western,35-44,3,2018,18.9,13.94,,
Austria,Western,35-44,3,2022,18.1,11.52,,
Austria,Western,45-54,4,2010,28.5,16.57,,
Austria,Western,45-54,4,2014,26.7,16.74,,
Austria,Western,45-54,4,2018,25.3,15.12,,
Austria,Western,45-54,4,2022,23.5,13.43,,
Austria,Western,55-64,5,2010,36.3,15.43,,
Austria,Western,55-64,5,2014,31.6,15.93,,
Austria,Western,55-64,5,2018,27.1,13.76,,
Austria,Western,55-64,5,2022,24.8,12.52,,
Austria,Western,65+,6,2010,24.1,18.47,,
Austria,Western,65+,6,2014,31.7,21.67,,
Austria,Western,65+,6,2018,33.5,16.23,,
Austria,Western,65+,6,2022,22.1,11.97,,
Belgium,Western,Under 25,1,2007,3.0,3.08,,
Belgium,Western,Under 25,1,2008,3.0,4.68,,
Belgium,Western,Under 25,1,2009,2.9,3.0,,
Belgium,Western,Under 25,1,2010,3.0,2.72,,
Belgium,Western,Under 25,1,2011,1.9,3.78,,
Belgium,Western,Under 25,1,2012,0.5,4.63,,
Belgium,Western,Under 25,1,2013,-0.8,4.87,,
Belgium,Western,Under 25,1,2014,-2.3,5.16,,
Belgium,Western,Under 25,1,2015,-1.4,6.19,,
Belgium,Western,Under 25,1,2016,-0.8,6.24,,
Belgium,Western,Under 25,1,2017,0.0,6.57,,
Belgium,Western,Under 25,1,2018,1.0,5.73,,
Belgium,Western,Under 25,1,2019,-1.2,5.31,,
Belgium,Western,Under 25,1,2020,-3.8,4.8,,
Belgium,Western,Under 25,1,2021,-6.3,3.93,,
Belgium,Western,Under 25,1,2022,-8.5,3.28,,
Belgium,Western,Under 25,1,2023,-8.3,4.35,p,provisional
Belgium,Western,Under 25,1,2024,-8.3,4.3,p,provisional
Belgium,Western,25-34,2,2007,3.6,7.11,,
Belgium,Western,25-34,2,2008,3.6,9.05,,
Belgium,Western,25-34,2,2009,3.4,7.83,,
Belgium,Western,25-34,2,2010,3.5,7.16,,
Belgium,Western,25-34,2,2011,3.0,7.24,,
Belgium,Western,25-34,2,2012,2.4,7.71,,
Belgium,Western,25-34,2,2013,1.7,6.79,,
Belgium,Western,25-34,2,2014,1.1,7.17,,
Belgium,Western,25-34,2,2015,1.7,8.35,,
Belgium,Western,25-34,2,2016,2.1,8.51,,
Belgium,Western,25-34,2,2017,2.7,8.9,,
Belgium,Western,25-34,2,2018,3.4,8.94,,
Belgium,Western,25-34,2,2019,1.8,8.9,,
Belgium,Western,25-34,2,2020,-0.7,7.92,,
Belgium,Western,25-34,2,2021,-3.1,7.56,,
Belgium,Western,25-34,2,2022,-5.2,6.78,,
Belgium,Western,25-34,2,2023,-5.0,7.65,p,provisional
Belgium,Western,25-34,2,2024,-5.0,7.13,p,provisional
Belgium,Western,35-44,3,2007,9.9,13.82,,
Belgium,Western,35-44,3,2008,9.9,16.9,,
Belgium,Western,35-44,3,2009,9.7,15.85,,
Belgium,Western,35-44,3,2010,9.7,15.48,,
Belgium,Western,35-44,3,2011,8.8,15.32,,
Belgium,Western,35-44,3,2012,7.7,15.55,,
Belgium,Western,35-44,3,2013,6.7,14.79,,
Belgium,Western,35-44,3,2014,5.7,14.7,,
Belgium,Western,35-44,3,2015,5.6,14.88,,
Belgium,Western,35-44,3,2016,5.4,14.5,,
Belgium,Western,35-44,3,2017,5.3,14.31,,
Belgium,Western,35-44,3,2018,5.4,13.94,,
Belgium,Western,35-44,3,2019,4.3,13.19,,
Belgium,Western,35-44,3,2020,2.7,11.91,,
Belgium,Western,35-44,3,2021,1.1,11.58,,
Belgium,Western,35-44,3,2022,-0.1,11.52,,
Belgium,Western,35-44,3,2023,-0.1,12.18,p,provisional
Belgium,Western,35-44,3,2024,-0.1,11.62,p,provisional
Belgium,Western,45-54,4,2007,12.1,13.47,,
Belgium,Western,45-54,4,2008,12.1,16.96,,
Belgium,Western,45-54,4,2009,11.9,16.85,,
Belgium,Western,45-54,4,2010,11.9,16.57,,
Belgium,Western,45-54,4,2011,10.8,16.38,,
Belgium,Western,45-54,4,2012,9.8,16.98,,
Belgium,Western,45-54,4,2013,8.7,16.29,,
Belgium,Western,45-54,4,2014,7.6,16.74,,
Belgium,Western,45-54,4,2015,7.1,16.27,,
Belgium,Western,45-54,4,2016,6.3,15.77,,
Belgium,Western,45-54,4,2017,5.7,15.65,,
Belgium,Western,45-54,4,2018,5.4,15.12,,
Belgium,Western,45-54,4,2019,4.5,13.9,,
Belgium,Western,45-54,4,2020,3.2,12.92,,
Belgium,Western,45-54,4,2021,2.2,12.6,,
Belgium,Western,45-54,4,2022,1.3,13.43,,
Belgium,Western,45-54,4,2023,1.2,13.22,p,provisional
Belgium,Western,45-54,4,2024,1.2,12.8,p,provisional
Belgium,Western,55-64,5,2007,17.8,11.22,,
Belgium,Western,55-64,5,2008,17.8,15.15,,
Belgium,Western,55-64,5,2009,17.6,14.91,,
Belgium,Western,55-64,5,2010,17.6,15.43,,
Belgium,Western,55-64,5,2011,17.2,14.88,,
Belgium,Western,55-64,5,2012,16.7,15.59,,
Belgium,Western,55-64,5,2013,16.2,14.6,,
Belgium,Western,55-64,5,2014,15.7,15.93,,
Belgium,Western,55-64,5,2015,14.2,14.72,,
Belgium,Western,55-64,5,2016,12.4,13.54,,
Belgium,Western,55-64,5,2017,10.9,13.39,,
Belgium,Western,55-64,5,2018,9.4,13.76,,
Belgium,Western,55-64,5,2019,9.1,11.84,,
Belgium,Western,55-64,5,2020,8.7,10.77,,
Belgium,Western,55-64,5,2021,8.2,10.45,,
Belgium,Western,55-64,5,2022,8.1,12.52,,
Belgium,Western,55-64,5,2023,8.0,11.74,p,provisional
Belgium,Western,55-64,5,2024,8.0,11.37,p,provisional
Belgium,Western,65+,6,2011,7.5,19.71,,
Belgium,Western,65+,6,2012,10.0,20.64,,
Belgium,Western,65+,6,2013,12.3,19.55,,
Belgium,Western,65+,6,2014,14.5,21.67,,
Belgium,Western,65+,6,2015,14.4,19.75,,
Bulgaria,Eastern,Under 25,1,2007,6.2,3.08,,
Bulgaria,Eastern,Under 25,1,2008,6.0,4.68,,
Bulgaria,Eastern,Under 25,1,2009,6.5,3.0,,
Bulgaria,Eastern,Under 25,1,2010,5.8,2.72,,
Bulgaria,Eastern,Under 25,1,2011,5.9,3.78,,
Bulgaria,Eastern,Under 25,1,2012,7.8,4.63,,
Bulgaria,Eastern,Under 25,1,2013,6.8,4.87,,
Bulgaria,Eastern,Under 25,1,2014,6.7,5.16,,
Bulgaria,Eastern,Under 25,1,2015,8.4,6.19,,
Bulgaria,Eastern,Under 25,1,2016,8.0,6.24,,
Bulgaria,Eastern,Under 25,1,2017,8.0,6.57,,
Bulgaria,Eastern,Under 25,1,2018,8.0,5.73,,
Bulgaria,Eastern,Under 25,1,2019,7.9,5.31,,
Bulgaria,Eastern,Under 25,1,2020,6.1,4.8,,
Bulgaria,Eastern,Under 25,1,2021,5.4,3.93,,
Bulgaria,Eastern,Under 25,1,2022,5.9,3.28,,
Bulgaria,Eastern,Under 25,1,2023,6.9,4.35,p,provisional
Bulgaria,Eastern,Under 25,1,2024,5.3,4.3,p,provisional
Bulgaria,Eastern,25-34,2,2007,9.6,7.11,,
Bulgaria,Eastern,25-34,2,2008,10.0,9.05,,
Bulgaria,Eastern,25-34,2,2009,11.1,7.83,,
Bulgaria,Eastern,25-34,2,2010,11.1,7.16,,
Bulgaria,Eastern,25-34,2,2011,11.6,7.24,,
Bulgaria,Eastern,25-34,2,2012,13.9,7.71,,
Bulgaria,Eastern,25-34,2,2013,13.2,6.79,,
Bulgaria,Eastern,25-34,2,2014,13.7,7.17,,
Bulgaria,Eastern,25-34,2,2015,15.6,8.35,,
Bulgaria,Eastern,25-34,2,2016,15.3,8.51,,
Bulgaria,Eastern,25-34,2,2017,15.5,8.9,,
Bulgaria,Eastern,25-34,2,2018,15.8,8.94,,
Bulgaria,Eastern,25-34,2,2019,16.2,8.9,,
Bulgaria,Eastern,25-34,2,2020,15.1,7.92,,
Bulgaria,Eastern,25-34,2,2021,14.8,7.56,,
Bulgaria,Eastern,25-34,2,2022,15.9,6.78,,
Bulgaria,Eastern,25-34,2,2023,16.8,7.65,p,provisional
Bulgaria,Eastern,25-34,2,2024,15.3,7.13,p,provisional
Bulgaria,Eastern,35-44,3,2007,18.4,13.82,,
Bulgaria,Eastern,35-44,3,2008,18.5,16.9,,
Bulgaria,Eastern,35-44,3,2009,19.4,15.85,,
Bulgaria,Eastern,35-44,3,2010,19.2,15.48,,
Bulgaria,Eastern,35-44,3,2011,19.3,15.32,,
Bulgaria,Eastern,35-44,3,2012,20.9,15.55,,
Bulgaria,Eastern,35-44,3,2013,19.9,14.79,,
Bulgaria,Eastern,35-44,3,2014,19.9,14.7,,
Bulgaria,Eastern,35-44,3,2015,20.9,14.88,,
Bulgaria,Eastern,35-44,3,2016,19.8,14.5,,
Bulgaria,Eastern,35-44,3,2017,19.3,14.31,,
Bulgaria,Eastern,35-44,3,2018,18.8,13.94,,
Bulgaria,Eastern,35-44,3,2019,19.4,13.19,,
Bulgaria,Eastern,35-44,3,2020,18.7,11.91,,
Bulgaria,Eastern,35-44,3,2021,18.8,11.58,,
Bulgaria,Eastern,35-44,3,2022,20.1,11.52,,
Bulgaria,Eastern,35-44,3,2023,21.0,12.18,p,provisional
Bulgaria,Eastern,35-44,3,2024,19.6,11.62,p,provisional
Bulgaria,Eastern,45-54,4,2007,13.3,13.47,,
Bulgaria,Eastern,45-54,4,2008,14.5,16.96,,
Bulgaria,Eastern,45-54,4,2009,16.5,16.85,,
Bulgaria,Eastern,45-54,4,2010,17.5,16.57,,
Bulgaria,Eastern,45-54,4,2011,17.4,16.38,,
Bulgaria,Eastern,45-54,4,2012,18.8,16.98,,
Bulgaria,Eastern,45-54,4,2013,17.6,16.29,,
Bulgaria,Eastern,45-54,4,2014,17.5,16.74,,
Bulgaria,Eastern,45-54,4,2015,18.5,16.27,,
Bulgaria,Eastern,45-54,4,2016,17.3,15.77,,
Bulgaria,Eastern,45-54,4,2017,16.8,15.65,,
Bulgaria,Eastern,45-54,4,2018,16.2,15.12,,
Bulgaria,Eastern,45-54,4,2019,15.9,13.9,,
Bulgaria,Eastern,45-54,4,2020,14.0,12.92,,
Bulgaria,Eastern,45-54,4,2021,13.1,12.6,,
Bulgaria,Eastern,45-54,4,2022,13.4,13.43,,
Bulgaria,Eastern,45-54,4,2023,14.3,13.22,p,provisional
Bulgaria,Eastern,45-54,4,2024,12.8,12.8,p,provisional
Bulgaria,Eastern,55-64,5,2007,9.2,11.22,,
Bulgaria,Eastern,55-64,5,2008,8.5,15.15,,
Bulgaria,Eastern,55-64,5,2009,8.7,14.91,,
Bulgaria,Eastern,55-64,5,2010,7.6,15.43,,
Bulgaria,Eastern,55-64,5,2011,7.1,14.88,,
Bulgaria,Eastern,55-64,5,2012,8.4,15.59,,
Bulgaria,Eastern,55-64,5,2013,6.6,14.6,,
Bulgaria,Eastern,55-64,5,2014,6.0,15.93,,
Bulgaria,Eastern,55-64,5,2015,7.5,14.72,,
Bulgaria,Eastern,55-64,5,2016,6.9,13.54,,
Bulgaria,Eastern,55-64,5,2017,6.7,13.39,,
Bulgaria,Eastern,55-64,5,2018,6.5,13.76,,
Bulgaria,Eastern,55-64,5,2019,5.8,11.84,,
Bulgaria,Eastern,55-64,5,2020,3.3,10.77,,
Bulgaria,Eastern,55-64,5,2021,1.9,10.45,,
Bulgaria,Eastern,55-64,5,2022,1.8,12.52,,
Bulgaria,Eastern,55-64,5,2023,2.9,11.74,p,provisional
Bulgaria,Eastern,55-64,5,2024,1.2,11.37,p,provisional
Bulgaria,Eastern,65+,6,2007,-9.6,16.79,,
Bulgaria,Eastern,65+,6,2008,-12.3,17.04,,
Bulgaria,Eastern,65+,6,2009,-13.7,17.57,,
Bulgaria,Eastern,65+,6,2010,-16.8,18.47,,
Bulgaria,Eastern,65+,6,2011,-12.3,19.71,,
Bulgaria,Eastern,65+,6,2012,-5.6,20.64,,
Bulgaria,Eastern,65+,6,2013,-2.5,19.55,,
Bulgaria,Eastern,65+,6,2014,1.8,21.67,,
Bulgaria,Eastern,65+,6,2015,-0.2,19.75,,
Bulgaria,Eastern,65+,6,2016,-4.7,17.78,,
Bulgaria,Eastern,65+,6,2017,-8.5,16.38,,
Bulgaria,Eastern,65+,6,2018,-12.3,16.23,,
Bulgaria,Eastern,65+,6,2019,-11.2,13.12,,
Bulgaria,Eastern,65+,6,2020,-12.2,11.92,,
Bulgaria,Eastern,65+,6,2021,-11.9,10.44,,
Bulgaria,Eastern,65+,6,2022,-9.9,11.97,,
Bulgaria,Eastern,65+,6,2023,-8.7,10.88,p,provisional
Bulgaria,Eastern,65+,6,2024,-10.6,10.08,p,provisional
Croatia,Southern,Under 25,1,2010,6.3,2.72,,
Croatia,Southern,Under 25,1,2013,0.2,4.87,,
Croatia,Southern,Under 25,1,2014,2.7,5.16,,
Croatia,Southern,Under 25,1,2016,4.4,6.24,,
Croatia,Southern,Under 25,1,2017,5.0,6.57,,
Croatia,Southern,Under 25,1,2018,3.5,5.73,,
Croatia,Southern,Under 25,1,2019,4.6,5.31,,
Croatia,Southern,Under 25,1,2020,6.4,4.8,,
Croatia,Southern,Under 25,1,2021,4.9,3.93,,
Croatia,Southern,Under 25,1,2022,3.8,3.28,,
Croatia,Southern,Under 25,1,2023,3.9,4.35,p,provisional
Croatia,Southern,Under 25,1,2024,2.7,4.3,p,provisional
Croatia,Southern,25-34,2,2010,1.1,7.16,,
Croatia,Southern,25-34,2,2013,-3.4,6.79,,
Croatia,Southern,25-34,2,2014,1.7,7.17,,
Croatia,Southern,25-34,2,2016,7.3,8.51,,
Croatia,Southern,25-34,2,2017,9.3,8.9,,
Croatia,Southern,25-34,2,2018,8.9,8.94,,
Croatia,Southern,25-34,2,2019,9.2,8.9,,
Croatia,Southern,25-34,2,2020,10.9,7.92,,
Croatia,Southern,25-34,2,2021,9.4,7.56,,
Croatia,Southern,25-34,2,2022,6.5,6.78,,
Croatia,Southern,25-34,2,2023,6.4,7.65,p,provisional
Croatia,Southern,25-34,2,2024,5.2,7.13,p,provisional
Croatia,Southern,35-44,3,2010,10.0,15.48,,
Croatia,Southern,35-44,3,2013,9.3,14.79,,
Croatia,Southern,35-44,3,2014,13.4,14.7,,
Croatia,Southern,35-44,3,2016,11.9,14.5,,
Croatia,Southern,35-44,3,2017,14.0,14.31,,
Croatia,Southern,35-44,3,2018,12.7,13.94,,
Croatia,Southern,35-44,3,2019,12.2,13.19,,
Croatia,Southern,35-44,3,2020,13.0,11.91,,
Croatia,Southern,35-44,3,2021,10.7,11.58,,
Croatia,Southern,35-44,3,2022,9.5,11.52,,
Croatia,Southern,35-44,3,2023,9.4,12.18,p,provisional
Croatia,Southern,35-44,3,2024,8.2,11.62,p,provisional
Croatia,Southern,45-54,4,2010,9.1,16.57,,
Croatia,Southern,45-54,4,2013,9.0,16.29,,
Croatia,Southern,45-54,4,2014,13.6,16.74,,
Croatia,Southern,45-54,4,2016,15.5,15.77,,
Croatia,Southern,45-54,4,2017,18.7,15.65,,
Croatia,Southern,45-54,4,2018,18.5,15.12,,
Croatia,Southern,45-54,4,2019,17.5,13.9,,
Croatia,Southern,45-54,4,2020,17.6,12.92,,
Croatia,Southern,45-54,4,2021,14.9,12.6,,
Croatia,Southern,45-54,4,2022,11.4,13.43,,
Croatia,Southern,45-54,4,2023,11.3,13.22,p,provisional
Croatia,Southern,45-54,4,2024,10.2,12.8,p,provisional
Croatia,Southern,55-64,5,2010,-1.7,15.43,,
Croatia,Southern,55-64,5,2013,1.3,14.6,,
Croatia,Southern,55-64,5,2014,6.5,15.93,,
Croatia,Southern,55-64,5,2016,7.1,13.54,,
Croatia,Southern,55-64,5,2017,9.9,13.39,,
Croatia,Southern,55-64,5,2018,8.7,13.76,,
Croatia,Southern,55-64,5,2019,7.0,11.84,,
Croatia,Southern,55-64,5,2020,6.6,10.77,,
Croatia,Southern,55-64,5,2021,3.2,10.45,,
Croatia,Southern,55-64,5,2022,6.1,12.52,,
Croatia,Southern,55-64,5,2023,5.8,11.74,p,provisional
Croatia,Southern,55-64,5,2024,4.6,11.37,p,provisional
Croatia,Southern,65+,6,2010,-0.9,18.47,,
Croatia,Southern,65+,6,2013,13.7,19.55,,
Croatia,Southern,65+,6,2014,23.6,21.67,,
Croatia,Southern,65+,6,2016,7.6,17.78,,
Croatia,Southern,65+,6,2017,8.5,16.38,,
Croatia,Southern,65+,6,2018,6.9,16.23,,
Croatia,Southern,65+,6,2019,5.7,13.12,,
Croatia,Southern,65+,6,2020,7.5,11.92,,
Croatia,Southern,65+,6,2021,6.1,10.44,,
Croatia,Southern,65+,6,2022,6.3,11.97,,
Croatia,Southern,65+,6,2023,6.4,10.88,p,provisional
Croatia,Southern,65+,6,2024,5.2,10.08,p,provisional
Cyprus,Southern,Under 25,1,2008,11.4,4.68,,
Cyprus,Southern,Under 25,1,2009,7.8,3.0,,
Cyprus,Southern,Under 25,1,2010,6.2,2.72,,
Cyprus,Southern,Under 25,1,2011,6.3,3.78,,
Cyprus,Southern,Under 25,1,2012,5.1,4.63,,
Cyprus,Southern,Under 25,1,2013,4.6,4.87,,
Cyprus,Southern,Under 25,1,2014,5.4,5.16,,
Cyprus,Southern,Under 25,1,2015,6.0,6.19,,
Cyprus,Southern,Under 25,1,2016,8.4,6.24,,
Cyprus,Southern,Under 25,1,2017,10.8,6.57,,
Cyprus,Southern,Under 25,1,2018,13.3,5.73,,
Cyprus,Southern,Under 25,1,2019,10.8,5.31,,
Cyprus,Southern,Under 25,1,2020,10.8,4.8,,
Cyprus,Southern,Under 25,1,2021,8.4,3.93,,
Cyprus,Southern,Under 25,1,2022,4.7,3.28,,
Cyprus,Southern,Under 25,1,2023,4.4,4.35,p,provisional
Cyprus,Southern,Under 25,1,2024,4.4,4.3,p,provisional
Cyprus,Southern,25-34,2,2008,11.0,9.05,,
Cyprus,Southern,25-34,2,2009,9.4,7.83,,
Cyprus,Southern,25-34,2,2010,-0.6,7.16,,
Cyprus,Southern,25-34,2,2011,-0.7,7.24,,
Cyprus,Southern,25-34,2,2012,-0.8,7.71,,
Cyprus,Southern,25-34,2,2013,-0.9,6.79,,
Cyprus,Southern,25-34,2,2014,-0.9,7.17,,
Cyprus,Southern,25-34,2,2015,0.3,8.35,,
Cyprus,Southern,25-34,2,2016,1.6,8.51,,
Cyprus,Southern,25-34,2,2017,2.9,8.9,,
Cyprus,Southern,25-34,2,2018,4.2,8.94,,
Cyprus,Southern,25-34,2,2019,5.2,8.9,,
Cyprus,Southern,25-34,2,2020,5.8,7.92,,
Cyprus,Southern,25-34,2,2021,6.9,7.56,,
Cyprus,Southern,25-34,2,2022,8.2,6.78,,
Cyprus,Southern,25-34,2,2023,8.6,7.65,p,provisional
Cyprus,Southern,25-34,2,2024,8.3,7.13,p,provisional
Cyprus,Southern,35-44,3,2008,24.6,16.9,,
Cyprus,Southern,35-44,3,2009,23.6,15.85,,
Cyprus,Southern,35-44,3,2010,13.0,15.48,,
Cyprus,Southern,35-44,3,2011,12.3,15.32,,
Cyprus,Southern,35-44,3,2012,11.9,15.55,,
Cyprus,Southern,35-44,3,2013,11.4,14.79,,
Cyprus,Southern,35-44,3,2014,10.8,14.7,,
Cyprus,Southern,35-44,3,2015,9.4,14.88,,
Cyprus,Southern,35-44,3,2016,8.4,14.5,,
Cyprus,Southern,35-44,3,2017,7.6,14.31,,
Cyprus,Southern,35-44,3,2018,7.2,13.94,,
Cyprus,Southern,35-44,3,2019,6.3,13.19,,
Cyprus,Southern,35-44,3,2020,4.6,11.91,,
Cyprus,Southern,35-44,3,2021,5.3,11.58,,
Cyprus,Southern,35-44,3,2022,5.6,11.52,,
Cyprus,Southern,35-44,3,2023,5.8,12.18,p,provisional
Cyprus,Southern,35-44,3,2024,5.7,11.62,p,provisional
Cyprus,Southern,45-54,4,2008,37.4,16.96,,
Cyprus,Southern,45-54,4,2009,38.2,16.85,,
Cyprus,Southern,45-54,4,2010,29.0,16.57,,
Cyprus,Southern,45-54,4,2011,28.1,16.38,,
Cyprus,Southern,45-54,4,2012,27.3,16.98,,
Cyprus,Southern,45-54,4,2013,25.7,16.29,,
Cyprus,Southern,45-54,4,2014,25.1,16.74,,
Cyprus,Southern,45-54,4,2015,22.4,16.27,,
Cyprus,Southern,45-54,4,2016,20.1,15.77,,
Cyprus,Southern,45-54,4,2017,17.6,15.65,,
Cyprus,Southern,45-54,4,2018,15.1,15.12,,
Cyprus,Southern,45-54,4,2019,15.0,13.9,,
Cyprus,Southern,45-54,4,2020,13.1,12.92,,
Cyprus,Southern,45-54,4,2021,13.7,12.6,,
Cyprus,Southern,45-54,4,2022,14.6,13.43,,
Cyprus,Southern,45-54,4,2023,13.9,13.22,p,provisional
Cyprus,Southern,45-54,4,2024,13.8,12.8,p,provisional
Cyprus,Southern,55-64,5,2008,38.2,15.15,,
Cyprus,Southern,55-64,5,2009,37.3,14.91,,
Cyprus,Southern,55-64,5,2010,25.8,15.43,,
Cyprus,Southern,55-64,5,2011,26.4,14.88,,
Cyprus,Southern,55-64,5,2012,27.7,15.59,,
Cyprus,Southern,55-64,5,2013,28.9,14.6,,
Cyprus,Southern,55-64,5,2014,28.2,15.93,,
Cyprus,Southern,55-64,5,2015,23.8,14.72,,
Cyprus,Southern,55-64,5,2016,19.8,13.54,,
Cyprus,Southern,55-64,5,2017,14.4,13.39,,
Cyprus,Southern,55-64,5,2018,10.7,13.76,,
Cyprus,Southern,55-64,5,2019,14.2,11.84,,
Cyprus,Southern,55-64,5,2020,17.1,10.77,,
Cyprus,Southern,55-64,5,2021,21.7,10.45,,
Cyprus,Southern,55-64,5,2022,26.1,12.52,,
Cyprus,Southern,55-64,5,2023,25.7,11.74,p,provisional
Cyprus,Southern,55-64,5,2024,25.2,11.37,p,provisional
Cyprus,Southern,65+,6,2008,27.0,17.04,,
Cyprus,Southern,65+,6,2009,30.6,17.57,,
Cyprus,Southern,65+,6,2010,28.7,18.47,,
Cyprus,Southern,65+,6,2011,34.1,19.71,,
Cyprus,Southern,65+,6,2012,38.9,20.64,,
Cyprus,Southern,65+,6,2013,46.1,19.55,,
Cyprus,Southern,65+,6,2014,52.9,21.67,,
Cyprus,Southern,65+,6,2015,47.7,19.75,,
Cyprus,Southern,65+,6,2016,38.9,17.78,,
Cyprus,Southern,65+,6,2017,36.6,16.38,,
Cyprus,Southern,65+,6,2018,26.2,16.23,,
Cyprus,Southern,65+,6,2019,28.2,13.12,,
Cyprus,Southern,65+,6,2020,28.1,11.92,,
Cyprus,Southern,65+,6,2021,29.0,10.44,,
Cyprus,Southern,65+,6,2022,30.0,11.97,,
Cyprus,Southern,65+,6,2023,29.7,10.88,p,provisional
Cyprus,Southern,65+,6,2024,26.2,10.08,p,provisional
Czechia,Eastern,Under 25,1,2008,12.1,4.68,,
Czechia,Eastern,Under 25,1,2009,10.3,3.0,,
Czechia,Eastern,Under 25,1,2010,7.6,2.72,,
Czechia,Eastern,Under 25,1,2011,8.7,3.78,,
Czechia,Eastern,Under 25,1,2012,9.8,4.63,,
Czechia,Eastern,Under 25,1,2013,11.7,4.87,,
Czechia,Eastern,Under 25,1,2014,12.4,5.16,,
Czechia,Eastern,Under 25,1,2015,12.0,6.19,d,definition differs
Czechia,Eastern,Under 25,1,2016,11.3,6.24,d,definition differs
Czechia,Eastern,Under 25,1,2017,11.1,6.57,d,definition differs
Czechia,Eastern,Under 25,1,2018,10.4,5.73,d,definition differs
Czechia,Eastern,Under 25,1,2019,9.6,5.31,,
Czechia,Eastern,Under 25,1,2020,5.8,4.8,,
Czechia,Eastern,Under 25,1,2021,4.4,3.93,,
Czechia,Eastern,Under 25,1,2022,7.1,3.28,,
Czechia,Eastern,Under 25,1,2023,8.2,4.35,d,definition differs
Czechia,Eastern,Under 25,1,2024,7.7,4.3,dp,"provisional, definition differs"
Czechia,Eastern,25-34,2,2008,19.6,9.05,,
Czechia,Eastern,25-34,2,2009,18.0,7.83,,
Czechia,Eastern,25-34,2,2010,13.3,7.16,,
Czechia,Eastern,25-34,2,2011,14.2,7.24,,
Czechia,Eastern,25-34,2,2012,13.3,7.71,,
Czechia,Eastern,25-34,2,2013,12.5,6.79,,
Czechia,Eastern,25-34,2,2014,12.9,7.17,,
Czechia,Eastern,25-34,2,2015,13.3,8.35,d,definition differs
Czechia,Eastern,25-34,2,2016,13.4,8.51,d,definition differs
Czechia,Eastern,25-34,2,2017,13.6,8.9,d,definition differs
Czechia,Eastern,25-34,2,2018,13.6,8.94,d,definition differs
Czechia,Eastern,25-34,2,2019,13.7,8.9,,
Czechia,Eastern,25-34,2,2020,11.8,7.92,,
Czechia,Eastern,25-34,2,2021,10.9,7.56,,
Czechia,Eastern,25-34,2,2022,13.5,6.78,,
Czechia,Eastern,25-34,2,2023,13.0,7.65,d,definition differs
Czechia,Eastern,25-34,2,2024,12.5,7.13,dp,"provisional, definition differs"
Czechia,Eastern,35-44,3,2008,32.7,16.9,,
Czechia,Eastern,35-44,3,2009,32.6,15.85,,
Czechia,Eastern,35-44,3,2010,29.7,15.48,,
Czechia,Eastern,35-44,3,2011,30.0,15.32,,
Czechia,Eastern,35-44,3,2012,29.2,15.55,,
Czechia,Eastern,35-44,3,2013,28.5,14.79,,
Czechia,Eastern,35-44,3,2014,28.3,14.7,,
Czechia,Eastern,35-44,3,2015,28.1,14.88,d,definition differs
Czechia,Eastern,35-44,3,2016,27.1,14.5,d,definition differs
Czechia,Eastern,35-44,3,2017,26.2,14.31,d,definition differs
Czechia,Eastern,35-44,3,2018,25.0,13.94,d,definition differs
Czechia,Eastern,35-44,3,2019,24.0,13.19,,
Czechia,Eastern,35-44,3,2020,21.7,11.91,,
Czechia,Eastern,35-44,3,2021,20.9,11.58,,
Czechia,Eastern,35-44,3,2022,22.7,11.52,,
Czechia,Eastern,35-44,3,2023,21.1,12.18,d,definition differs
Czechia,Eastern,35-44,3,2024,21.6,11.62,dp,"provisional, definition differs"
Czechia,Eastern,45-54,4,2008,26.9,16.96,,
Czechia,Eastern,45-54,4,2009,27.1,16.85,,
Czechia,Eastern,45-54,4,2010,21.2,16.57,,
Czechia,Eastern,45-54,4,2011,22.9,16.38,,
Czechia,Eastern,45-54,4,2012,24.0,16.98,,
Czechia,Eastern,45-54,4,2013,23.8,16.29,,
Czechia,Eastern,45-54,4,2014,24.4,16.74,,
Czechia,Eastern,45-54,4,2015,24.5,16.27,d,definition differs
Czechia,Eastern,45-54,4,2016,23.5,15.77,d,definition differs
Czechia,Eastern,45-54,4,2017,23.4,15.65,d,definition differs
Czechia,Eastern,45-54,4,2018,22.8,15.12,d,definition differs
Czechia,Eastern,45-54,4,2019,22.3,13.9,,
Czechia,Eastern,45-54,4,2020,20.1,12.92,,
Czechia,Eastern,45-54,4,2021,19.4,12.6,,
Czechia,Eastern,45-54,4,2022,22.4,13.43,,
Czechia,Eastern,45-54,4,2023,20.9,13.22,d,definition differs
Czechia,Eastern,45-54,4,2024,21.3,12.8,dp,"provisional, definition differs"
Czechia,Eastern,55-64,5,2008,20.7,15.15,,
Czechia,Eastern,55-64,5,2009,19.1,14.91,,
